Codice Fornitore	Nome Fornitore	Codice Prodotto	Nome Prodotto	Reparto	Categoria Tassonomia	Sottocategoria	Tassonomia Completa	Categoria Prodotto
19010843	Farino	FARINO7	FARINO - Barchette Cereali e Noci	DISPENSA	Dolci e prodotti da forno	Pane carasau e sfoglie	DISPENSA > Dolci e prodotti da forno > Pane carasau e sfoglie	Dispensa
19010843	Farino	FARINO8	FARINO - Friselline ai cereali	DISPENSA	Dolci e prodotti da forno	Pane carasau e sfoglie	DISPENSA > Dolci e prodotti da forno > Pane carasau e sfoglie	Dispensa
19010843	Farino	FARINO9	FARINO -PIZZA TONDA	DISPENSA	Dolci e prodotti da forno	Basi per pizza e impasti	DISPENSA > Dolci e prodotti da forno > Basi per pizza e impasti	Dispensa
19010865	Farino	FARINO10	FARINO - PINSA ROMANA	DISPENSA	Dolci e prodotti da forno	Basi per pizza e impasti	DISPENSA > Dolci e prodotti da forno > Basi per pizza e impasti	Dispensa
19010865	Farino	FARINO11	FARINO - PADELLINO	DISPENSA	Dolci e prodotti da forno	Basi per pizza e impasti	DISPENSA > Dolci e prodotti da forno > Basi per pizza e impasti	Dispensa
19010865	Farino	FARINO12	FARINO - Mini Buns Classico (4 Pezzi)	DISPENSA	Dolci e prodotti da forno	Pane e panini	DISPENSA > Dolci e prodotti da forno > Pane e panini	Dispensa
19010865	Farino	FARINO13	FARINO - Buns Classico (3 Pezzi)	DISPENSA	Dolci e prodotti da forno	Pane e panini	DISPENSA > Dolci e prodotti da forno > Pane e panini	Dispensa
19010865	Farino	FARINO9	FARINO -PIZZA TONDA	DISPENSA	Dolci e prodotti da forno	Basi per pizza e impasti	DISPENSA > Dolci e prodotti da forno > Basi per pizza e impasti	Dispensa
19010727	Forni Gentile	FG546	GENTILE - PANINI PER BURGER	DISPENSA	Dolci e prodotti da forno	Pane e panini	DISPENSA > Dolci e prodotti da forno > Pane e panini	Dispensa
19010116	Fresco Piada	FP001002	FRESCO PIADA - LA RITROVATA ALL’OLIO EVO	DISPENSA	Dolci e prodotti da forno	Pane e panini	DISPENSA > Dolci e prodotti da forno > Pane e panini	Dispensa
19010498	Guglielmi	AR100SPRAYLIME	Guglielmi - Aromatizzato Spray Lime 100ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	AR250AGLIO	Guglielmi - Aromatizzato Aglio 250ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	AR250ARANCIA	Guglielmi - Aromatizzato Arancia 250ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	AR250BASILICO	Guglielmi - Aromatizzato Basilico 250ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	AR250BERGAMOTTO	Guglielmi - Aromatizzato Bergamotto 250ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	AR250LIMONE	Guglielmi - Aromatizzato Limone 250ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	AR250PEPERONCIN	Guglielmi - Aromatizzato Peperoncino 250ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	AR250ROSMARINO	Guglielmi - Aromatizzato Rosmarino 250ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	AR250TARTUFO	Guglielmi - Aromatizzato Tartufo 250ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	AR250ZENZERO	Guglielmi - Aromatizzato Zenzero 250ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	ARAG100S	Guglielmi - Spray EVO Ar. Aglio 100ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	ARAR100S	Guglielmi - Spray EVO Ar. Arancia 100ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	ARBA100S	Guglielmi - Spray EVO Ar. Basilico 100ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	ARBE100S	Guglielmi - Spray EVO Ar. Bergamotto 100ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	ARLI100S	Guglielmi - Spray EVO Ar. Limone 100ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	ARLIME250	Guglielmi - Ar. Lime 250ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	ARPE100S	Guglielmi - Spray EVO Ar. Peperonc 100ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	ARRO100S	Guglielmi - Spray EVO Ar. Rosmarin 100ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	ARS250	Guglielmi - Olio Arso 250ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	BBFRU3	Guglielmi - Olio Fruttato 3LT Bag In Box	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	BBINT3	Guglielmi - Olio Intenso 3LT Bag In Box	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	BBLEG3	Guglielmi - Olio Leggero 3LT Bag In Box	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	BIO250	Guglielmi - Olio Biologico 250 ML	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	BIO500	Guglielmi - Olio Biologico 500 ML	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	CN500L	Guglielmi - Tales Cielo Nobile 500ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	FIO500	Guglielmi - Fior D'O Novello 500ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	FRU100	Guglielmi - Olio Fruttato 100ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	FRU250	Guglielmi - Olio Fruttato 250 ML	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	FRU500	Guglielmi - Olio Fruttato 500 ML	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	FRU750	Guglielmi - Olio Fruttato 750 ML	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	IGP-BIO500	Guglielmi - Olio EVO IGP Bio 500ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	IGP500	Guglielmi - Olio di Puglia IGP 500ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	INT100ML	Guglielmi - Olio Intenso 100ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	INT250	Guglielmi - Olio Intenso 250ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	INT500	Guglielmi - Olio Intenso 500ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	INT750	Guglielmi - Olio Intenso 750ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	LAT5BIO	Guglielmi - Olio Bio Latta 5 LT	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	LATFRU5	Guglielmi - Olio Fruttato Latta 5 LT	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	LATINT5	Guglielmi - Olio Intenso Latta 5 LT	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	LATLEG5	Guglielmi - Olio Leggero Latta 5 LT	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	LEG100	Guglielmi - Olio Leggero 100ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	LEG250	Guglielmi - Olio Leggero 250 ML	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	LEG500	Guglielmi - Olio Leggero 500ML	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	MCO100	Guglielmi - Monocultivar Coratina 100ML	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	MCO1L	Guglielmi - Monocultivar Coratina 1 LT	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	MCO500	Guglielmi - Monocultivar Coratina 500ML	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	MOG100	Guglielmi - Monocultivar Ogliarola 100ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	MOG1L	Guglielmi - Monocultivar Ogliarola 1LT	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	MOG500	Guglielmi - Monocultivar Ogliarola 500ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	MPE100	Guglielmi - Monocultivar Peranzana 100ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	MPE1LT	Guglielmi - Monocultivar Peranzana 1 LT	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	MPE500	Guglielmi - Monocultivar Peranzana 500ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	PE500I	Guglielmi - Tales Pietra Essenziale 500ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	TP500I	Guglielmi - Tales Terra Pregiata 500ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	TS500L	Guglielmi - Tales Tempo Secolare 500ml	DISPENSA	Olio e aceto	Olio extravergine	DISPENSA > Olio e aceto > Olio extravergine	Dispensa
19010498	Guglielmi	VIN100S	Guglielmi - Spray Vinaigrette 100ml	DISPENSA	Olio e aceto	Aceto balsamico	DISPENSA > Olio e aceto > Aceto balsamico	Dispensa
19010406	I De Giorgi	RAFI001	I De Giorgi - Carciofi Grigliati 250g	DISPENSA	Sott'oli e sott'aceti	Carciofi	DISPENSA > Sott'oli e sott'aceti > Carciofi	Dispensa
19010406	I De Giorgi	RAFI002	I De Giorgi - Funghi Champignon Grigliati 250g	DISPENSA	Sott'oli e sott'aceti	Funghi sott'olio	DISPENSA > Sott'oli e sott'aceti > Funghi sott'olio	Dispensa
19010406	I De Giorgi	RAFI003	I De Giorgi - Peperoni Grigliati 250g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010406	I De Giorgi	RAFI004	I De Giorgi - Melanzane Grigliate 250g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010406	I De Giorgi	RAFI005	I De Giorgi - Ortotris Grigliato 250g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010406	I De Giorgi	RAFI006	I De Giorgi - Zucchine Grigliate 250g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010406	I De Giorgi	RAFI032	I De Giorgi - I Sott'olii - Carciofi Deliziosi 250g	DISPENSA	Sott'oli e sott'aceti	Carciofi	DISPENSA > Sott'oli e sott'aceti > Carciofi	Dispensa
19010406	I De Giorgi	RAFI033	I De Giorgi - I Sott'olii - Mix di Funghi 250g	DISPENSA	Sott'oli e sott'aceti	Funghi sott'olio	DISPENSA > Sott'oli e sott'aceti > Funghi sott'olio	Dispensa
19010406	I De Giorgi	RAFI035	I De Giorgi - I Sott'olii - Peperoncini Piccanti 250g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010406	I De Giorgi	RAFI036	I De Giorgi - I Sott'olii - Pomodori Appassiti 250g	DISPENSA	Sott'oli e sott'aceti	Pomodori secchi	DISPENSA > Sott'oli e sott'aceti > Pomodori secchi	Dispensa
19010406	I De Giorgi	RAFI037	I De Giorgi - I Sott'olii - Aglio Olio e Peperoncino 250g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010406	I De Giorgi	RAFI038	I De Giorgi - I Sott'olii - Lampascioni 250g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010406	I De Giorgi	RAFI039	I De Giorgi - I Sott'olii - Fave e Cicorie 250g	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010406	I De Giorgi	RAFI041	I De Giorgi - I Sott'olii - Capperi in Aceto 90g	DISPENSA	Sott'oli e sott'aceti	Capperi	DISPENSA > Sott'oli e sott'aceti > Capperi	Dispensa
19010406	I De Giorgi	RAFI042	I De Giorgi - I Sott'olii - Giardiniera Salentina 320g	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010406	I De Giorgi	RAFI043	I De Giorgi - I Sott'olii - Filetti di Melanzane 250g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010406	I De Giorgi	RAFI044	I De Giorgi - Spalmabili - Passatella Fave e Cicorie 250g	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010406	I De Giorgi	RAFI048	I De Giorgi - Pomodori Fiaschetto di Manduria Semi Secchi 210g	DISPENSA	Sott'oli e sott'aceti	Pomodori secchi	DISPENSA > Sott'oli e sott'aceti > Pomodori secchi	Dispensa
19010406	I De Giorgi	RAFI061	I De Giorgi - Spalmabili - Patè di Carciofi 125g	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010406	I De Giorgi	RAFI062	I De Giorgi - Spalmabili - Patè di Peperoni 125g	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010406	I De Giorgi	RAFI063	I De Giorgi - Spalmabili - Patè di Pomodori Secchi 125g	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010406	I De Giorgi	RAFI064	I De Giorgi - Spalmabili - Patè Olive Nere 125g	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010406	I De Giorgi	RAFI065	I De Giorgi - Spalmabili - Patè di Olive Verdi 125g	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010406	I De Giorgi	RAFI066	I De Giorgi - Spalmabili - Patè di Cipolle 125g	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010406	I De Giorgi	RAFI067	I De Giorgi - RAFI067	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010406	I De Giorgi	RAFI092	I De Giorgi - Le Bruschette - Condimento per Bruschetta 230g	DISPENSA	Conserve	Sughi e condimenti pronti	DISPENSA > Conserve > Sughi e condimenti pronti	Dispensa
19010406	I De Giorgi	RAFI094	I De Giorgi - Le Bruschette - Bruschetta di Melanzane 230g	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010406	I De Giorgi	RAFI096	I De Giorgi - Le Bruschette - Bruschetta di Peperoni 230g	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010406	I De Giorgi	RAFI111	I De Giorgi - I Sott'olii - Olive Schiacciate 250g	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010406	I De Giorgi	RAFI112	I De Giorgi - I Sott'Olii - Olive Leccino Denocciolate 250g	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010406	I De Giorgi	RAFI160	I De Giorgi - Spalmabili - Battuto Cime di Rapa 156ml	DISPENSA	Sott'oli e sott'aceti	Pesti e creme	DISPENSA > Sott'oli e sott'aceti > Pesti e creme	Dispensa
19010406	I De Giorgi	RAFI171	I De Giorgi - Ristorazione - Carciofi con Gambo 2900g	DISPENSA	Sott'oli e sott'aceti	Carciofi	DISPENSA > Sott'oli e sott'aceti > Carciofi	Dispensa
19010406	I De Giorgi	RAFI172	I De Giorgi - Ristorazione - Carciofi Grigliati 2900g	DISPENSA	Sott'oli e sott'aceti	Carciofi	DISPENSA > Sott'oli e sott'aceti > Carciofi	Dispensa
19010406	I De Giorgi	RAFI173	I De Giorgi - Ristorazione - Carciofi Deliziosi 2900g	DISPENSA	Sott'oli e sott'aceti	Carciofi	DISPENSA > Sott'oli e sott'aceti > Carciofi	Dispensa
19010406	I De Giorgi	RAFI174	I De Giorgi - Ristorazione - Melanzane Grigliate 2900g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010406	I De Giorgi	RAFI175	I De Giorgi - Ristorazione - Pomodori Appassiti 2900g	DISPENSA	Sott'oli e sott'aceti	Pomodori secchi	DISPENSA > Sott'oli e sott'aceti > Pomodori secchi	Dispensa
19010406	I De Giorgi	RAFI176	I De Giorgi - Ristorazione - Funghi Champignon Grigliati 2900g	DISPENSA	Sott'oli e sott'aceti	Funghi sott'olio	DISPENSA > Sott'oli e sott'aceti > Funghi sott'olio	Dispensa
19010406	I De Giorgi	RAFI177	I De Giorgi - Ristorazione - Mix di Funghi 2900g	DISPENSA	Sott'oli e sott'aceti	Funghi sott'olio	DISPENSA > Sott'oli e sott'aceti > Funghi sott'olio	Dispensa
19010406	I De Giorgi	RAFI179	I De Giorgi - Ristorazione - Ortotris Grigliato 2900g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010406	I De Giorgi	RAFI180	I De Giorgi - Ristorazione - Lampascioni 2900g	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010406	I De Giorgi	RAFI181	I De Giorgi - Ristorazione - Fave e Cicorie 2900g	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010406	I De Giorgi	RAFI182	I De Giorgi - Ristorazione - Zucchine Grigliate 2900g	DISPENSA	Sott'oli e sott'aceti	Carciofi	DISPENSA > Sott'oli e sott'aceti > Carciofi	Dispensa
19010406	I De Giorgi	RAFI186CU	I De Giorgi - Ristorazione - Cuori di Cicorie 2800g	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010406	I De Giorgi	RAFI187	I De Giorgi - Ristorazione - Pomodori Fiaschetto di Manduria Semi Secchi 1500g	DISPENSA	Conserve	Pomodorini e datterini	DISPENSA > Conserve > Pomodorini e datterini	Dispensa
19010406	I De Giorgi	RAFI191	I De Giorgi - Ristorazione - Filetti di Melanzane 2900g	DISPENSA	Sott'oli e sott'aceti	Peperoni e verdure sott'olio	DISPENSA > Sott'oli e sott'aceti > Peperoni e verdure sott'olio	Dispensa
19010406	I De Giorgi	RAFI203	I De Giorgi - Ristorazione - Olive Leccino Denocciolate 2900g	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010406	I De Giorgi	RAFI204	I De Giorgi - Ristorazione - Olive Schiacciate 2900g	DISPENSA	Sott'oli e sott'aceti	Olive	DISPENSA > Sott'oli e sott'aceti > Olive	Dispensa
19010406	I De Giorgi	RAFI46	I De Giorgi - RAFI46	DISPENSA	Conserve	Verdure in conserva	DISPENSA > Conserve > Verdure in conserva	Dispensa
19010062	Il Convento	CONVB1L	BABA AL LIMONCELLO VASO 300GR	DISPENSA	Dolci e prodotti da forno	Dolci da ricorrenza	DISPENSA > Dolci e prodotti da forno > Dolci da ricorrenza	Dispensa
19010062	Il Convento	CONVB1R	BABA AL RUM VASO 300 GR	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010062	Il Convento	CONVB2L	BABA AL LIMONCELLO VASO 700 GR	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010062	Il Convento	CONVB2R	BABA AL RUM VASO 700 GR	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010062	Il Convento	CONVB3L	BABA AL LIMONCELLO VASO 3 KG	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010062	Il Convento	CONVB3R	BABA AL RUM VASO 3 KG	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010062	Il Convento	CONVCR8	CREMA DI LIMONE BOTTIGLIA QUADRA 100CL	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010062	Il Convento	CONVF8	FINOCCHIETTO BOTTIGLIA QUADRA 100CL	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010062	Il Convento	CONVL3A	LIMONCELLO SORRENTO IGP BOTT SATIN 50CL	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010062	Il Convento	CONVL7A	LIMONCELLO SORRENTO IGP BOTT QUADRA 70CL	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010062	Il Convento	CONVL7ABIO	LIMONCELLO SORRENTO IGP BIOLOGICO 70CL	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010062	Il Convento	CONVL8	LIMONCELLO SORRENTO IGP BOTTQUADRA 100CL	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010062	Il Convento	CONVLQ8	LIQUIRIZIA 25° BOTTIGLIA QUADRA 100CL	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010062	Il Convento	CONVM8	MIRTO BOTTIGLIA QUADRA 100CL	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010062	Il Convento	CONVMAN8	MANDARINETTO BOTTIGLIA QUADRA 100CL	DISPENSA	Bevande	Liquori e amari	DISPENSA > Bevande > Liquori e amari	Dispensa
19010925	Italfish	BCCMNT400	BACCALÀ MANTECATO AL NATURALE	MARE	Sughi e condimenti di mare	Creme e mantecati di mare	MARE > Sughi e condimenti di mare > Creme e mantecati di mare	Mare
19010925	Italfish	BCCMNT90	BACCALÀ MANTECATO AL NATURALE	MARE	Sughi e condimenti di mare	Creme e mantecati di mare	MARE > Sughi e condimenti di mare > Creme e mantecati di mare	Mare
19010925	Italfish	BCLAF80	LE VELINE DI BACCALÀ AFFUMICATO AFFETTATO A MANO	MARE	Affumicati di mare	Pesce spada e altri affumicati	MARE > Affumicati di mare > Pesce spada e altri affumicati	Mare
19010925	Italfish	BRSTNAF	ITALFISH - BRESAOLA DI TONNO AFFUMICATA STAGIONATA 5 MESI	MARE	Salumi di mare	Salumi e affettati di mare	MARE > Salumi di mare > Salumi e affettati di mare	Mare
19010925	Italfish	BRSTNAFF50	ITALFISH - BRESAOLA DI TONNO AFFUMICATA AFFETTATA	MARE	Salumi di mare	Salumi e affettati di mare	MARE > Salumi di mare > Salumi e affettati di mare	Mare
19010925	Italfish	BRSTNN	ITALFISH - BRESAOLA DI TONNO STAGIONATA 5 MESI	MARE	Salumi di mare	Salumi e affettati di mare	MARE > Salumi di mare > Salumi e affettati di mare	Mare
19010925	Italfish	BRSTNN50	ITALFISH - BRESAOLA DI TONNO AFFETTATA	MARE	Salumi di mare	Salumi e affettati di mare	MARE > Salumi di mare > Salumi e affettati di mare	Mare
19010925	Italfish	BTGPN	ITALFISH - BOTTARGA DI TONNO PINNA GIALLA INTERA	MARE	Ittico conservato	Bottarga	MARE > Ittico conservato > Bottarga	Mare
19010925	Italfish	BTGTR	ITALFISH - BOTTARGA DI TONNO ROSSO SICILIA	MARE	Ittico conservato	Bottarga	MARE > Ittico conservato > Bottarga	Mare
19010925	Italfish	BTMGN	ITALFISH - BOTTARGA DI MUGGINE INTERA	MARE	Ittico conservato	Bottarga	MARE > Ittico conservato > Bottarga	Mare
19010925	Italfish	CEPSCG	ITALFISH - SOPPRESSATA DI SCOGLIO	MARE	Salumi di mare	Salumi e affettati di mare	MARE > Salumi di mare > Salumi e affettati di mare	Mare
